30,"
		가끔 책으로 세상을 배운 사람을 만나.
책속에서만 존재할뿐 세상에서는 작동하지 않는 것 들을
진실이라 믿는 사람들..
		  
"
31,"
		80년대에 걸핏하면 ""저 사람은 빨갱이야""라고 낙인을 찍는 자들이 있었다.
세월이 흘러 빨갱이 낙인을 받았던 이들이 이젠 '토착 왜구'라는 낙인을 찍고 다닌다.




		  
"
32,"
		애들아.
무협에 내공과 외공이라는게 있어.
네트워크 기술을 아는 것은 내공을 기르는거야.
한번 쌓아 놓으면 평생 가.
상품 지식은 외공이야.
상품은 매번 바뀌잖아.
그래서 매번 공부해야지.
재미있는건 내공을 쌓으면 외공이 쉬어진다?
너희는 상품이 나오면 외우잖아.
내공이 쌓인 사람은 장비 인터페이스만 봐도 각이 딱~나와.
어디에, 어떻게 쓰는지.
알았지?
오늘 나하고 내공 좀  쌓아 보자.
		  
"
33,"
		드라마 <나의 아저씨>에서 가장 마음에 와 닿았던 대사.
""그래 아무일도 아니야. 내가 무슨 모욕을 당해도 우리 식구만 모르면 아무일도 아니야"" -한동훈-
		  
"
34,"
		케이티는 다니는 회사지 투자할 회사가 아니다
		  
"
35,"
		<여명의 눈동자>가 최고의 드라마라고 생각했는데
<나의 아저씨>도 버금가는거 같다.
		  
"
36,"
		세상엔 가끔 터무니없는 사람이 어떤 자리에 앉아 있다.
조두순이 목사를 하는 셈.
		  
"
37,"
		악플에 상처받아 자살한 이들이 가장 많이한 생각은 ""나를 1도 모르면서""...
		  
"
38,"
		오바마가 이기기를 기원했던 수년전과 달리 
누가 이기든 관심없다는 느낌..
		  
"
39,"
		오랜만에 만취했다.
아침인데도 어제와 오늘이 이어진 느낌.

		  
"
40,"
		
		  
"
41,"
		30년만에 노래를 배우고 있다.
이문세의 <내 사랑 심수봉>
		  
"
42,"
		아내가 갈비에 미역을 넣었다.
치맨가?
		  
"
43,"
		요즘 언니한테 조금 서운하다.
물론 나도 서운할짓을 하긴했는데,
그래도.. 서운하다. 
뭐.. 내가 친구.. 언니밖에없는건 맞지만..ㅋㅋㅂㅋㅂㅋㅂㅋㅋ
암튼.. 감쓰도 심하고,
월욜마다 안부식의 카톡이 오는데, 정때문에 오는거같다.
굳이 안그래도 되는데.. 언니만의 최선의 방법이겠지..
마음을 비우자... 내가 서운하면 언니도 그럴만한 서운함이있고,
솔직히 내가 먼저 그렇게 한거도 있으니.. 
		  
"
44,"
		나는 한우물을 파지 못하고 산만한 사람

		  
"
45,"
		남을 시켜서 결과를 만들어 내는 일이 싫고 잘 하지도 못한다.
		  
"
46,"
		1984년. 이영희 교수의 <우상과 이성>을 읽다.
2019년. 이용훈 교수의 <반일종족주의>를 읽다.
		  
"
47,"
		자사고를 없애는 통에 <민족사관고등학교>도 사라진댄다.
세상이 미쳐 돌아가는거 아닌가.
		  
"
48,"
		하나라도 제대로 끝까지 ""완성""을 해보자
그게 내 시작이다
		  
"
49,"
		내가 못하는 것, 부족한 것 인정하자 그리고 그럴 수 있다고 생각하거나 그것 나름대로의 좋은점을 찾자. 그 후 생각을 멈추기


제일 안되는 거...
		  
"
50,"
		징징이같이 굴지말자. 절대 의지하지말자.
		  
"
51,"
		우울은 쉽게 전염된다. 나의 힘듦을 굳이 남에게 알리려하지말자.
		  
"
52,"
		크로플치즈곱창간장게장김치수제비죽더라도하고싶은거다하고죽기미친척하고비싼여행가고나서죽기사실삶에미련도없다만..
		  
"
53,"
		오늘은 머리가 아프고 잠이 많이 와요..
저는 어떻게 해야할지 모르고 너무 두러워 할 정도 입니다..
하지만 내일은 보름달님에게 소원을 빌고 싶습니다.. 
얼른 빨리 신종 코로나 바이러스 종결 끝나고 마스크 벗어서 많은 일상으로 돌아가서 
초등학생을 중학생 고등 학생들 등교 하는 모습을 꼭 보고 싶습니다..ㅋㅋ

		  
"
54,"
		29살이되면.. 내곁에아무도없다면.. 죽을 것
		  
"
55,"
		복숭아나무와 오얏나무는 말이 없지만, 그 아래로 저절로 길이 생긴다'(桃李不言 下自成蹊 ·도리불언 하자성혜)
		  
"
56,"
		너무 뜨겁거나 너무 차가운....
세상 모든 밥이 그렇다.
		  
"
57,"
		은퇴의 조건은 아들의 독립과 4대 보험 해결..
		  
"
58,"
		e-book으로 옮겨 타야 하는데... 관성이 무섭다.
		  
"
59,"
		나는 시방 위험한 짐승이다.. 
                             - 김춘수 ""꽃을 위한 서시"" 첫 구절 -
		  
"
60,"
		책장을 짤게 아니라 책을 버리는게 옳았다.
		  
"
61,"
		알겠다. 내 슬럼프의 이유는 그냥 일을 하고 싶지 않은거야..
		  
"
62,"
		<주식>
인내력의 game
		  
"
63,"
		By choosing to overcome challenges, not avoid them, I was ready to make the leap.
		  
"
64,"
		연인들이 밀실로 도주하는 시간에  패거리는 거리를 점령한다.
사랑하기 위해 패거리 짓는 인간을 나는 본적이 없다.. - 남재일-
		  
"
65,"
		<부동산임대 3법>
선한 의도, 악한 결과.
		  
"
66,"
		<구마적, 신마적>
이전 정권과 현 정권에 대한 가장 적절한 비유
		  
"
67,"
		유동성이 풍부하다는건 시중에 돈이 넘치도록 많다는건데 그 돈은 다 어디 있는걸까?
		  
"
68,"
		국도도 막혀..
		  
"
69,"
		인생 90세를 크게보면
부모슬하 30년 + 경제활동 30년 + 은퇴후 30년.
		  
"
70,"
		<부자의 기준>
내가 놀아도 먹고 사는데 지장이 없는 수준의 돈이 들어오는 사람.


		  
"
71,"
		자바 A+ 이산 A+ ㅎㅎㅋㅋ
		  
"
72,"
		<지상의 집 한채>
살때 취득세.
거주할때 종부세
팔면 양도세
자식한테 물려주면 증여세.
		  
"
73,"
		<직장 생활>
쓸모있음 증명하기
		  
"
74,"
		<박원순>
아무 일 없었던듯 돌아오길 바랬는데...
목숨보다 명예가 소중했던 게지.

왜 로맨스를 꿈꿨을까?
왜 마음은 늙질 않는걸까?


		  
"
75,"
		내일기장
		  
"
76,"
		시험 떨어졌을 때 보다 내가 모르는 새 일어난 일로 욕먹는 일이 더 슬플 수 있다는 걸 오늘 아침 인생에서 배웠다.
		  
"
77,"
		나에게 청춘은 시절이 아니라 어떤 순간으로 기억된다.

		  
"
78,"
		청춘이 아름다운 건 찰나의 순간에 빛을 발하고 사라지기 때문이다.-1988-
		  
"
79,"
		문세 형 판듀 시즌1을  유튜브로 들으며 퇴근중.
저렇게 담백하게 늙어야 할텐데....
		  
"
80,"
		어느 지나간 날에 오늘이 생각날까
그대 웃으며 큰소리로 내게 물었지.

** 그래..그날이 생각나구 말구.


		  
"
81,"
		한줄일기 장점중 하나는 '조회수'가 보이지 않는다는 것.
		  
"
82,"
		 정리중.  
 나도, 당신도 잘 이겨냈으면 좋겠다. 
 잘하고있다. 달려가지 않고 참아내면서. 
 애써 무시하면서. 
		  
"
83,"
		스프츠가 된 바둑, 그 명과 암 - 중앙일보 6월 17일자, 박치문의 검은 돌 흰 돌-

바둑계는 정부지원금을 받기 위해  소속을 찾아야 했다.
현실적으로 선택 가능한 곳은 대한체육회와 예총(예술문화단체총연합회) 두 곳이었다.
바둑은 스포츠로 방향을 잡았다.
체육학 교수들이 ""체육은 큰 근육을 써야 한다. 바둑 돌을 나르는 것은 큰 근육과 무관하다""고 반발했다.
""가장 큰 근육이 뇌다""라는 이론이 등장했고, ""바둑이 스포츠면 고스톱도 스포츠다""란 조롱이 이어졌다.

어쨌든 대한체육회에 등록했다.
그런데, 문제가 발생한다.
바둑기사는 대회에 참가하면서 승패 불문하고 대국료를 받아왔다.
스폰서들은 ""스포츠 선수""들에게 참가료를 준다는걸 이해할 수 없었다.
대국료를 주는 대회가 점점 사라지고 1년 내내 수입이 0원인 선수가 속출하고 있다.

*** 모든 선택은 명과 암이 있다는 좋은 예시 **

		  
"
84,"
		너나 잘하세요.. 이 소리 들을까봐 뭔 말을 못하겠다.
		  
"
85,"
		위로가 될진 모르겠지만 워런 버핏은 올해 1분기에만 60조를 날렸대.
		  
"
86,"
		눈물이 많아져서 큰일이야.
<바람의 노래>를 들으며 찔끔 거렸다.
		  
"
87,"
		버티는 삶이란 일이 없으면 불안한 삶.
		  
"
88,"
		개학 진짜
		  
"
89,"
		코로나 싫다 8월까지는 코로나가 없기를..근데 6월3일에 개학함 신발.
		  
"
90,"
		자바 개싫다. 자바 지뢰찾기 ... 자바 썅. 일단 자바 끝나면 행복할 것 같다. 웃긴 게 매 학기 이런 과목들이 있다. 여러개있지만 이번학기는 자바인듯하다
		  
"
91,"
		비올때 올라오는 흙냄새가 좋아.
		  
"
92,"
		<업무요령>
뭐 별거있냐? 익숙해질때까지 시간을 들이는 거지.
		  
"
93,"
		청춘은 안고, 키스하고, 뒹굴고, 물고, 빨고, 섹스하기에도 짧은 시간이었다.
애들아.. 
제발 책에 코박고 있지 말구....



		  
"
94,"
		마스크 벗고 싶지 않은 사람은 없다.
땀차고 숨차는데도 쓰고 있는 것은 다른 사람에 대한 배려다. 
나 하나쯤이야... 하고 생각하는 당신은 오만하다.
		  
"
95,"
		<빈약한 예측력과 과도한 설명력>
중앙일보에 실린 서울대 심리학과 최인철 교수의 글은 근래 보기 드물게 좋은 글.
https://news.joins.com/article/23792075

칼럼의 요지는 예측은 어렵고 설명은 쉽다는 것.
그래서, 세상엔 어떤 결과가 나오든 그럴듯한 설명을 붙이는 능력만으로 먹고사는 얼치기들이 넘친다.

		  
"
96,"
		오늘은 활기찬 하루로 편집 어플을 깔앗다^^ 근데 컴퓨터가 똥컴 이라 편집 어플이 잘될거 같지 않다 하 인생 존망
		  
"
97,"
		기숙사 입소까지 3일 남았다.불안하다. 코로나로 인해 몇 달이나 늦춰진 개학. 솔직히 한 번 더 연기되기를 바랬다. 난 아직 준비되지 않은 것 같은데 나보다 잘난 아이들과 경쟁해나갈 수 있을까? 지금 내가 할 수 있는 게 무엇이 있을까. 그저 부딪히고 구르며 적응하길 바랄 뿐이다. 쓰고 보니 넘 우울하네.
		  
"
98,"
		시간이 해결해주는 일들도 있다는 것.
		  
"
99,"
		이명박 박근혜 지지자의 빨갱이 프레임과 문재인 지지자의 토착왜구 프레임은 뭐가 다르지?

		  
"
100,"
		내가 혼자가 아니라는 사실을 발견했을 때의 기쁨을 오늘 느꼈다. 아주 감사한 일이다.^^
		  
"
101,"
		기타건 골프건 기술을 배울 순 있지만 힘을 얼마나 줘야 하는지는 배울 수 없다. 
어떤 것들은 오로지 내 힘으로 깨닫아야 한다.
		  
"
102,"
		낮에 놀다 두고온 나뭇잎배 대신 일거리가 생각난다.
		  
"
103,"
		한국대중음악은 '서태지와 아이들' 이전과 이후로 나뉜다.
왜냐하면, 우리 세대가 정서적으로 공감하는 대중음악은 서태지 이전 까지다.
		  
"
104,"
		사는게 왜이리 고달플까
		  
"
105,"
		세상에 비전이 없는 사람은 없다. 다만 깨닫지 못할 뿐.
		  
"
106,"
		아잉 울적핼잉 이럴때면 아쿠아리움가서 가라앉고싶다랄까나
		  
"
107,"
		소확행이라는 단어가 어떨때는 좋고 어떨때는 싫다.
		  
"
108,"
		한계를 넘어서면 또 다른 한계에 봉착한다.
그럴때 마다 다시 할 수 있을까 하는 두려운 마음이 든다.
그런데 이 두려움을 지워버리고 나면 언제 그랬냐는 듯 다시 극복하게 된다. 
		  
"
109,"
		이번엔 꼭 합격하고 싶다.
		  
"
110,"
		오늘은 할일을 최대한 마무리하고 빨리 꿈나라에 가고 싶다. 
목요일이 되니 체력이 많이 한계가 생긴 거 같다.
		  
"
111,"
		<골프>
운동을 잘하는 사람이 아니라 춤을 잘추는 사람이 골프를 쉽게 배운다.
동작을 배운다는 것은 결국 코치님 따라하기 니깐.
		  
"
112,"
		지혜 있는 자는 궁창의 빛과 같이 빛날 것이요 많은 사람을 옳은 데로 돌아오게 한 자는 별과 같이 영원토록 빛나리라
		  
"
113,"
		교만은 모든 문제의 원인이다.
		  
"
114,"
		하나님을 의지하고 사는 것은 매일매일 다시 시작해야 되는 일입니다. 
마치 전에 한 번도 하나님을 의지하고 살지 않은 것 처럼.     - C.S 루이스
		  
"
115,"
		와타시의 5월 목표 추가
독 서!!
친구가 선물해준 {하고 싶은 대로 살아도 괜찮아}읽기

		  
"
116,"
		책을 가까이 할 수 있고 읽을 수 있는 눈이 있어서 감사합니다.^^
		  
"
117,"
		순종(Obedience)_나를 보호하고 있는 사람들의 지시에 좋은 태도로 기쁘게 따르는 것. (Following the insturctions of others with a good attitude.)
		  
"
118,"
		감사하는 마음이 나를 행복하게 한다
		  
"
119,"
		<양질불변의 법칙>
내가 인생의 정점에서 내려온 만큼 아들 놈은 정점을 향해 올라간다. 
		  
"
120,"
		또 여호와를 기뻐하라 그가 네 마음의 소원을 네게 이루어 주시리로다. 시37:4
		  
"
121,"
		하루를 운동과 공부(정확히는, 운동하며 영어듣기)로 마무리하면 왠지 충만한 하루를 산거같다.
		  
"
122,"
		매일을 감사하는 마음으로 살아가야 한다.
		  
"
123,"
		오늘 처음으로 공개일기를 시작했다.
혼자 시작한게 아니라서 의미있다.
with 내 꼬붕 김수연
앞으로 꾸준히는 못해도 간간히 기록하고 싶고 마음이 후웅할 때 일기 쓰러 와야지 ~!
		  
"
124,"
		마음이 바쁘다고 아무것도 못하는 것 보다 무엇이라도 행동하는 것이 나을 때도 있는 것 같다.
		  
"
125,"
		<길이 끝나면> 
         - 박노해  -
길이 끝나면 거기
새로운 길이 열린다
한쪽 문이 닫히면 거기 
다른 쪽 문이 열린다
겨울이 깊으면 거기
새 봄이 걸어 나온다
내가 무너지면 거기 
더 큰 내가 일어선다
최선의 끝이 참된 시작이다
정직한 절망이 희망의 시작이다

		  
"
126,"
		직장을 옮겨보니 사람사는 곳은 어디나 같다.
		  
"
127,"
		<숫자나 통계 설명의 예>
TV에서 홍혜걸씨가 코로나 예방을 위해선 30초간 손을 씻으라며 설명한 말..
""속으로 생일축하 노래 두 번을 부르세요..그게 30초예요""

		  
"
128,"
		<국가적 위기 상황>이라면 전 국민이 동등한 수준의 고통을 받는 것처럼 느껴진다.
그러나, 손님이 급감한 영세자영업자의 고통이 가장 크고,
어떤 대기업 근로자는  재택 근무 때문에 오히려 더 편하다.
		  
"
129,"
		아르헨티나에서 바라본 이과수 폭포의 압도적 경이로움을 들었다. 
3년후 그 곳에 가서 그 이야길해준 널 생각하겠다.
		  
"
130,"
		죽음을 택할 수 있다면 길에서 죽는것도 나쁘지 않으리.
		  
"
131,"
		나이가 들며 여자들은 곡선을, 남자들은 직선을 잃는다.
		  
"
132,"
		신진연구인력지원사업 신청서를 작성하는데,
여성은 가점 3점, 청년이면 추가 2점..
오호통재라~~
난 늙은 남성이라네.
		  
"
133,"
		비오는 출근길.
영어 대신 최헌의 <가을비 우산속>을 듣기로 한다.
		  
"
134,"
		나에게 말해 본다.
Take your time.
		  
"
135,"
		서울 집값 상승과 마스크 가격 폭등의 원인은 같다.
공급보다 수요가 많기 때문.
결국, 공급을 늘리는 것이 유일한 해결책인데, 
정부는 집값을 잡기위한 처방과 마스크 가격을 낮추기 위한 처방을 달리 제시한다.
		  
"
136,"
		인간이 그렇게 한겹이야? 
              -TVN드라마, 나의 아저씨, 한동훈-
		  
"
137,"
		서둘지도 말고 쉬지도 말고.
                          -괴테-

		  
"
138,"
		장고 끝에 악수 둔댔다. 감 왔으면 가는거야
                                    - 미생, 오상식 과장-
		  
"
139,"
		10년전에 나온 <2020년 새로운 미래가 온다-엘지경제연구원>를 다시 읽어봤다.
새상은 예측보다 참 느리게 변하는구나.

		  
"
140,"
		<다시 생각해도 맞는 말>
사람 고쳐 쓰는거 아니다.
		  
"
141,"
		근태관리의 핵심은 가장 낮은 직원의 수준을 끌어올리는 것.
다른 직원들의 수준이 낮은 직원의 수준에 수렴하기 때문.....
		  
"
142,"
		우리는 답을 찾을 것이다. 언제나 그렇듯이.
We will find a way. We always have.
   - 영화, 인터스텔라 -


		  
"
143,"
		보여지는 삶이 아닌 내 삶을 살고싶다.
		  
"
144,"
		비가 올땐 이소라의 <신청곡>
		  
"
145,"
		영어로 꿈을 꾸었다.
기억 나는건 ""How come you never told me?'
		  
"
146,"
		네 달째 하루 한 시간 이상 영어 공부중.
그래봐야 책과 함께 제공된 mp3를 출근하며, 퇴근하며,운동하며 무한 반복으로 듣는거 뿐이지만...

공부를 그만두면 미래와 이어진 끈이 끊어져 버릴거 같다. 
		  
"
147,"
		입문자의 가장 큰 고충은 '무엇을 모르는지 모른다는 것' 
		  
"
148,"
		운전, 영어, 코딩은  꼭 배워 두라고 말하곤 했는데
10년내 자율주행차가 거리를 돌아다닐테고
실시간 통역기술이 곧 선보인다고 하고
코딩쪽도 뭔가 꿈틀대고 있지 않을까?

미래를 분명 더 나은 세상일 것이다.

		  
"
149,"
		<유튜브>
유튜브로 파이썬을 공부한다.
광고 수익이 지식을 공유하게 만들었으나 결과는 선하다.
		  
"
150,"
		난 회사에서 두번째로 나이 많은 직원보다 여덟 살이 많고
우리 팀 막내 직원의 아빠보다 두 살이 많다.
젊은이들의 기회를 뺏은건 아닌가 하는 생각이 들었는데, 이리 생각하기로 했다.
난 익숙한 것을 떠나 새로운 길을 떠날만큼 용감하고 젊다고..



		  
"
151,"
		내일은 프리랜서 생활을 접고 첫 출근 하는 날.
직책은 이사/보안사업본부장.
회사는 가산디지털단지.

잘해내겠지만 감이 오는 시간이  오래 걸리지 않아야 한다는 부담이 있다.
경력직은 기다려주는 시간이 짧으니까.

		  
"
152,"
		산전, 수전, 공중전까지 겪은거 같은데도 새로운 싸움은 늘 부담스럽다. 
		  
"
153,"
		추석 연휴 전전날...
월급쟁이들이 회사에서 받은 참치, 식용유, 김 세트를 들고 귀가하는 날이다.
		  
"
154,"
		전기빕솥 ""두시간후 예약""을 눌러놓고 운동을 다녀왔다.
두시간후 완성이 되는건가, 시작을 하는건가?
안다고 생각했던 것들을 실제론 모른다.
해봐야 알게된다.

두시간후 밥이 완성되어 있었다.


		  
"
155,"
		굶어서 살빼는게 실패하는 이유는 굶는건 습관이 될 수 없기 때문.
		  
"
156,"
		쉽게 가르치는 걸 추구하고 그런 이야기도 자주 들어.
그런데 쉬운게 꼭 좋은 것만은 아냐.
쉽다는건 디테일을 포기하는 거거든.
		  
"
157,"
		<세월>
어릴적엔 ""너희 집 걸레가 다른 집 행주보다 깨끗할거다""란 이야길 듣곤했다.
이제 어머니도 늙으셔서 집안 여기저기 먼지가 날린다.
		  
"
158,"
		운동과 영어 공부가 몸에 붙었다.
이제 습관이란 무빙워크가 날 목적지까지 데려다 주겠지.
		  
"
159,"
		20년만 칠로 시작되는 체중이 되었다. 
79.95

대학교 1학년때 체중이 74였던건 기억난다.

		  
"
160,"
		고종석 님의 신작 <잡담>을 읽었다.
대한민국 최고의 인터뷰어 지승호와의 대담집이다.

초반에 인터뷰어로서의 객관적 자세를 유지하던 지승호는  인터뷰 중반부터 자유주의자/개인주의자 로서의 성향을 드러내고 만다. (지승호 씨도 나처럼 개인주의자 였어!!!!)

""나는 앞으로 어떤 투표도 안할거 같다""는 고종석의 읊조림에 공감, 그리고 나와 같은 생각을 가진 사람이 있다는 거에 위로 받음.
		  
"
161,"
		사랑받는 사람이 되는 가장 정확한 방법은 사랑받을 만한 사람이 되는 것이다. 정확한 길(road)이기는 하지만 쉽고 빠른 길은 아니다. 사랑받을 만한 사람기 되기 위해서는 타인과의 섬세하고 복잡한 커뮤니케이션에 성공해야 한다. 그 어렵고 느린 길을 걸을 능력도 의지도 없는 이들은 그 대신 권력을 가지려 한다. 권력을 얻어 명령의 주체가 되면 커뮤니케이션을 생략해도 된다고 믿기 때문이다. 
- 신형철, <슬픔을 공부하는 슬픔>중 - 
		  
"
162,"
		<할 일>
1. 하고 싶은 말 들어 주기.
2. 직원들 장점 파악하기.

<미션>
1. 직원들 지켜주기.
2. 그러기 위해서 개인과 회사를 성장시키기
		  
"
163,"
		<배트면 영어> 10독 완수했다.
목표는 일주일에 1독씩, 올해 말까지 50독.
2022년까지 줄줄줄 외우는 영어책 3권 만들기.

2023년 노동에서 은퇴.
필리핀 어학연수 다녀와서, 글로벌 노마드로 살아 갈테다.

		  
"
164,"
		만 개의 일기를 채울 수 있을까?
		  
"
165,"
		오늘부터 3월달 부터 프리큐어 시리즈 시간 여행 시작됩니다..
여러분도 같이 함께 해주실거죠,,, 첫페이지는 어떻게 될지 너무나 궁금합니다...

		  
"
166,"
		<선한 영향력>
주도적이고 자발적인 구성원은 '조직 과업에 참여하면서 자율을 느끼고, 그 자율에 의해 일의 의미를 부여받으며, 그 일의 의미로 행복을 얻는다. 그리고 행복해진 구성원은 다시 조직 과업에 참여하게 되고 다시 자율을 느끼며, 일의 의미를 강화하고 행복감을 증진시킨다.
		  
"
167,"
		내일 아침 강의 교안 방금 끝냈다.
미룰때까지 미뤄야 일의 효율이 높아지는 아이러니.
		  
"
168,"
		잉... 내 10월이후 일기가 다 날라갔다. 뭐지 ㅠ
		  
"
169,"
		2020이 오다니 믿기지않는다.
		  
"
170,"
		어쨌든, 인생은 흘러간다. 
잘 버텨냈고, 이제 2020년이다.
다시 뚜벅뚜벅 걸어 갈테다.


		  
"
171,"
		나는 세상과 사랑 싸움을 했다.
I had a lover's quarrel with the world.

* 로버트 프로스트의 묘비문. 그의 시 ""The Lesson for Today ""에서 따왔다.

		  
"
172,"
		일기장에 <2020년> 카테고리를 추가했는데 1년에 한번 쓰는 메뉴라 한참 해맸다.
* 내 일기장 > 일기장 > 일기장 설정 > 카테고리 관리하기

어쨌거나, 13개의 카테고리가 생겼고, 13년째 일기를 쓰고 있다는 의미이고, 뿌듯하다.
		  
"
173,"
		웨이린더카 (Wait in the car)가 들리지 않는다.
개에게 ""차에서 기다려"" 라고 명령하는 표현인데, 개도  알아 듣는 말을  나는 알아듣지 못한다.
 
		  
"
174,"
		""아가리 개떼""로 들리는데  I gotta get there (나는 거기 가야해)라고 하네... 
		  
"
175,"
		<잠시만요>에 해당하는 영어 표현이 안떠올라 ""타임~~""이라고 했다는 에피소드를 읽었다.
Hold on a second.
		  
"
176,"
		<성은이 망극 하옵니다. 전하>를 영어로 표현하면 ?
Thank you. sir.
		  
"
177,"
		술 한 잔 걸치고 들어온 아버지는
젊어서 부터 안해본 고생이 없다며 푸념을 하셨다.
당연히 듣기 싫었는데, 요새 자꾸 생각에 빠진다.
""안해본 고생이 없다""는 그 삶의 깊이를...
		  
"
178,"
		핏니스 쎄너

Fitness center를 이렇게 읽는다니...
		  
"
179,"
		내년 2월 1일부터 새 회사에서 다시 시작.
		  
"
180,"
		처음이 어렵지 다음 부터는 쉽다는 말,  <이직>에는 딱 맞는 말이다.


		  
"
181,"
		안철수는 많이 억울했을꺼야.
한때 같은 당이었을뿐더러 결정적 국면에 두 번이나 양보를 했으니까.

대선 토론때 ""내가 MB아바탑니까""라는 안의 항의에 문이 지은 퉁명스러운 표정과 답변은 잊을 수 없어.
젊잖고 젠틀한 이미지와는 거리가 멀었거든.
문프에 대한 실망은 그때부터 시작된거 같아.
		  
"
182,"
		내부 결속을 다지기 위해
박정희에게 김일성이 있었다면 문재인에겐 아베가 있다.
		  
"
183,"
		꾸중이 아니라 <피드백>
		  
"
184,"
		<그린북>
일을 하면서 설리 박사의 슬픔을 공감하곤 한다.
""그 슬픔은 나의 겉모습과 나의 내면은 다르다""는 밷을 수 없는 항변에서 비롯된다. 


		  
"
185,"
		예수의 직업은 목수였다.


		  
"
186,"
		나 바보 아냐?
<능력만큼 일하고 필요한 만큼 가져간다>라는 말이
어처구니 없는 명제라는걸 이순에 가까와 깨닫다니.
		  
"
187,"
		올해 가장 많이 생각에 빠뜨린 구절은
""모든 병사들은 존다""

복거일의 글이었다.




		  
"
188,"
		네이버앱 초기 화면에 <어학당> <뿜> <영어+>  <책문화>만 남겼더니 
스트레스가 훨씬 적다.
대한민국에서 늬우스는 스트레스다. 
		  
"
189,"
		아~~인생이 롤러코스터구나.
		  
"
190,"
		<삼천만 잠들었을때 우리는 깨어~~>
이제보니 참 교만한 노래였다

		  
"
191,"
		글쎄..
너와 이재용 회장중 누가 더 훌륭한 사람인지는 모르겠으나
사회 기여도는 이회장이 만배는 클거 같은데?
아니..백만배.

		  
"
192,"
		늘어지는 술자리.
아이씨~~도망가고 싶다.
		  
"
193,"
		일찍 일어나는거 보다 더 어려운게 일찍 자기.
일찍 일어나는 것은 일찍 자기의 결과물.
		  
"
194,"
		<리더십>
1. 일을 찾아서 하는 사람 뽑기
2. 믿어주고 도와주기
3. 계획의 결과 확인하기
4. 보상하기
		  
"
